DATA
54
features.0.0	-1	122281	NONE	0	1607722	NONE	0	78365	ALLREDUCE	1728	0
732195features.1.block.0.0	-1	482832	NONE	0	4004352	NONE	0	2497248	ALLREDUCE	576	0
732195features.1.block.1.fc1	-1	5490	NONE	0	5612	NONE	0	14152	ALLREDUCE	512	0
732195features.1.block.1.fc2	-1	5490	NONE	0	5246	NONE	0	15128	ALLREDUCE	512	0
732195features.1.block.2.0	-1	3050	NONE	0	5568	NONE	0	7776	ALLREDUCE	1024	0
732195features.2.block.0.0	-1	4320	NONE	0	5088	NONE	0	9120	ALLREDUCE	4608	0
732195features.2.block.1.0	-1	2208	NONE	0	3936	NONE	0	32544	ALLREDUCE	2592	0
732195features.2.block.2.0	-1	3840	NONE	0	8256	NONE	0	8832	ALLREDUCE	6912	0
732195features.3.block.0.0	-1	5760	NONE	0	7296	NONE	0	9696	ALLREDUCE	8448	0
732195features.3.block.1.0	-1	210	NONE	0	400	NONE	0	3900	ALLREDUCE	3168	0
732195features.3.block.2.0	-1	450	NONE	0	650	NONE	0	1040	ALLREDUCE	8448	0
732195features.4.block.0.0	-1	300	NONE	0	850	NONE	0	1300	ALLREDUCE	9216	0
732195features.4.block.1.0	-1	350	NONE	0	470	NONE	0	8590	ALLREDUCE	9600	0
732195features.4.block.2.fc1	-1	750	NONE	0	2678	NONE	0	1750	ALLREDUCE	9216	0
732195features.4.block.2.fc2	-1	918	NONE	0	1584	NONE	0	3168	ALLREDUCE	9216	0
732195features.4.block.3.0	-1	720	NONE	0	1242	NONE	0	3132	ALLREDUCE	15360	0
732195features.5.block.0.0	-1	720	NONE	0	3114	NONE	0	3240	ALLREDUCE	38400	0
732195features.5.block.1.0	-1	1080	NONE	0	1250	NONE	0	30360	ALLREDUCE	24000	0
732195features.5.block.2.fc1	-1	860	NONE	0	910	NONE	0	2260	ALLREDUCE	61440	0
732195features.5.block.2.fc2	-1	760	NONE	0	2140	NONE	0	2250	ALLREDUCE	61440	0
732195features.5.block.3.0	-1	500	NONE	0	3582	NONE	0	1800	ALLREDUCE	38400	0
732195features.6.block.0.0	-1	1040	NONE	0	4472	NONE	0	4654	ALLREDUCE	38400	0
732195features.6.block.1.0	-1	1560	NONE	0	3094	NONE	0	79066	ALLREDUCE	24000	0
732195features.6.block.2.fc1	-1	2210	NONE	0	2522	NONE	0	5850	ALLREDUCE	61440	0
732195features.6.block.2.fc2	-1	2080	NONE	0	5174	NONE	0	5876	ALLREDUCE	61440	0
732195features.6.block.3.0	-1	1400	NONE	0	3528	NONE	0	5040	ALLREDUCE	38400	0
732195features.7.block.0.0	-1	980	NONE	0	2996	NONE	0	5040	ALLREDUCE	19200	0
732195features.7.block.2.fc1	-1	2128	NONE	0	2324	NONE	0	5656	ALLREDUCE	15360	0
732195features.7.block.2.fc2	-1	990	NONE	0	1692	NONE	0	3798	ALLREDUCE	15360	0
732195features.7.block.3.0	-1	990	NONE	0	2034	NONE	0	2880	ALLREDUCE	23040	0
732195features.8.block.0.0	-1	630	NONE	0	2610	NONE	0	2970	ALLREDUCE	27648	0
732195features.8.block.1.0	-1	630	NONE	0	1206	NONE	0	21744	ALLREDUCE	14400	0
732195features.8.block.2.fc1	-1	1170	NONE	0	1800	NONE	0	3780	ALLREDUCE	23040	0
732195features.8.block.2.fc2	-1	1008	NONE	0	2196	NONE	0	3798	ALLREDUCE	23040	0
732195features.8.block.3.0	-1	900	NONE	0	1980	NONE	0	2970	ALLREDUCE	27648	0
732195features.9.block.0.0	-1	756	NONE	0	1800	NONE	0	2220	ALLREDUCE	55296	0
732195features.9.block.1.0	-1	720	NONE	0	1500	NONE	0	43116	ALLREDUCE	28800	0
732195features.9.block.2.fc1	-1	1260	NONE	0	1296	NONE	0	2844	ALLREDUCE	82944	0
732195features.9.block.2.fc2	-1	900	NONE	0	9528	NONE	0	2820	ALLREDUCE	82944	0
732195features.9.block.3.0	-1	3360	NONE	0	2856	NONE	0	6860	ALLREDUCE	110592	0
732195features.10.block.0.0	-1	2520	NONE	0	5908	NONE	0	6524	ALLREDUCE	221184	0
732195features.10.block.1.0	-1	2380	NONE	0	4816	NONE	0	194684	ALLREDUCE	57600	0
732195features.10.block.2.fc1	-1	5880	NONE	0	6578	NONE	0	13156	ALLREDUCE	331776	0
732195features.10.block.2.fc2	-1	5980	NONE	0	10120	NONE	0	13432	ALLREDUCE	331776	0
732195features.10.block.3.0	-1	8280	NONE	0	5612	NONE	0	11270	ALLREDUCE	221184	0
732195features.11.block.1.0	-1	1360	NONE	0	2656	NONE	0	111200	ALLREDUCE	57600	0
732195features.11.block.2.fc1	-1	3360	NONE	0	2320	NONE	0	4560	ALLREDUCE	331776	0
732195features.11.block.2.fc2	-1	2064	NONE	0	18898	NONE	0	4608	ALLREDUCE	331776	0
732195features.11.block.3.0	-1	8326	NONE	0	5474	NONE	0	11270	ALLREDUCE	221184	0
732195features.12.0	-1	4140	NONE	0	9798	NONE	0	10626	ALLREDUCE	221184	0
732195classifier.0	-1	12420	NONE	0	4832	NONE	0	15456	ALLREDUCE	2359296	0
732195classifier.3	-1	7884	NONE	0	8406	NONE	0	8496	ALLREDUCE	4096000	0
732195
