DATA
145
bert.encoder.layer.0.attention.self.value	-1	21023420	NONE	0	70325930	NONE	0	25340020	ALLREDUCE	4194304	0
bert.encoder.layer.0.attention.output.dense	-1	40135200	NONE	0	107578320	NONE	0	24230580	ALLREDUCE	4194304	0
bert.encoder.layer.0.output.dense	-1	87525350	NONE	0	95878460	NONE	0	90047100	ALLREDUCE	16777216	0
bert.encoder.layer.1.attention.self.query	-1	32507060	NONE	0	137207740	NONE	0	24407020	ALLREDUCE	4194304	0
bert.encoder.layer.1.attention.self.key	-1	21029580	NONE	0	43818480	NONE	0	24244880	ALLREDUCE	4194304	0
bert.encoder.layer.1.attention.output.dense	-1	21031780	NONE	0	7182650	NONE	0	37476160	ALLREDUCE	4194304	0
bert.encoder.layer.1.intermediate.dense	-1	249930717	NONE	0	74848010	NONE	0	104272250	ALLREDUCE	16777216	0
bert.encoder.layer.1.output.dense	-1	87524660	NONE	0	415683550	NONE	0	94087250	ALLREDUCE	16777216	0
bert.encoder.layer.2.attention.self.query	-1	21988230	NONE	0	146767990	NONE	0	25566800	ALLREDUCE	4194304	0
bert.encoder.layer.2.attention.output.dense	-1	30587840	NONE	0	22549780	NONE	0	24247080	ALLREDUCE	4194304	0
bert.encoder.layer.2.intermediate.dense	-1	153800276	NONE	0	92187220	NONE	0	95014150	ALLREDUCE	16777216	0
bert.encoder.layer.3.attention.self.query	-1	21988920	NONE	0	52155600	NONE	0	24400200	ALLREDUCE	4194304	0
bert.encoder.layer.3.attention.self.key	-1	21984550	NONE	0	21410760	NONE	0	25372680	ALLREDUCE	4194304	0
bert.encoder.layer.3.attention.output.dense	-1	43016850	NONE	0	23548320	NONE	0	25355200	ALLREDUCE	4194304	0
bert.encoder.layer.3.intermediate.dense	-1	131553675	NONE	0	96448690	NONE	0	90691040	ALLREDUCE	16777216	0
bert.encoder.layer.4.attention.self.query	-1	58318440	NONE	0	137247360	NONE	0	24382600	ALLREDUCE	4194304	0
bert.encoder.layer.4.attention.self.key	-1	21028920	NONE	0	23691970	NONE	0	23140530	ALLREDUCE	4194304	0
bert.encoder.layer.4.attention.self.value	-1	43498455	NONE	0	22453910	NONE	0	26459040	ALLREDUCE	4194304	0
bert.encoder.layer.4.attention.output.dense	-1	68828400	NONE	0	140595480	NONE	0	25340940	ALLREDUCE	4194304	0
bert.encoder.layer.4.output.dense	-1	83720780	NONE	0	314031810	NONE	0	130893440	ALLREDUCE	16777216	0
bert.encoder.layer.5.attention.self.query	-1	47804000	NONE	0	22413600	NONE	0	24372920	ALLREDUCE	4194304	0
bert.encoder.layer.5.attention.self.key	-1	21028700	NONE	0	54455120	NONE	0	24240920	ALLREDUCE	4194304	0
bert.encoder.layer.5.attention.output.dense	-1	30591360	NONE	0	23586040	NONE	0	25336570	ALLREDUCE	4194304	0
bert.encoder.layer.5.intermediate.dense	-1	83888200	NONE	0	88124300	NONE	0	90839320	ALLREDUCE	16777216	0
