DATA
54
79277656layer4.0.conv3	-1	1042944	NONE	0	1303848	NONE	0	1246560	ALLREDUCE	4194304	0
79277656layer4.0.downsample.0	-1	2179128	NONE	0	3375920	NONE	0	2309184	ALLREDUCE	8388608	0
79277656layer4.1.conv1	-1	1124388	NONE	0	1796376	NONE	0	1129086	ALLREDUCE	4194304	0
79277656layer4.1.conv2	-1	1564608	NONE	0	1245972	NONE	0	1758270	ALLREDUCE	9437184	0
79277656layer4.1.conv3	-1	893812	NONE	0	1121426	NONE	0	1075728	ALLREDUCE	4194304	0
79277656layer4.2.conv1	-1	1020960	NONE	0	1596000	NONE	0	1020960	ALLREDUCE	4194304	0
79277656layer4.2.conv2	-1	1419680	NONE	0	1599500	NONE	0	1595360	ALLREDUCE	9437184	0
79277656layer4.2.conv3	-1	939900	NONE	0	1149300	NONE	0	1104450	ALLREDUCE	4194304	0
79277656fc	-1	134750	NONE	0	251944	NONE	0	122892	ALLREDUCE	8192000	0
79277656
