DATA
21
conv1	-1	763604	NONE	0	25129266	NONE	0	1856574	ALLREDUCE	37632	0
31531706layer1.0.conv1	-1	3191600	NONE	0	3070862	NONE	0	3279116	ALLREDUCE	147456	0
31531706layer1.0.conv2	-1	2888248	NONE	0	4193888	NONE	0	4947024	ALLREDUCE	147456	0
31531706layer1.1.conv1	-1	2791008	NONE	0	4685354	NONE	0	4771184	ALLREDUCE	147456	0
31531706layer1.1.conv2	-1	2942576	NONE	0	4130460	NONE	0	5014148	ALLREDUCE	147456	0
31531706layer2.0.conv1	-1	1769088	NONE	0	4042752	NONE	0	2481792	ALLREDUCE	294912	0
31531706layer2.0.conv2	-1	1780372	NONE	0	2700056	NONE	0	2565896	ALLREDUCE	589824	0
31531706layer2.0.downsample.0	-1	593640	NONE	0	2810270	NONE	0	1067770	ALLREDUCE	32768	0
31531706layer2.1.conv1	-1	1734850	NONE	0	2236684	NONE	0	2591480	ALLREDUCE	589824	0
31531706layer2.1.conv2	-1	1622660	NONE	0	2765826	NONE	0	2500458	ALLREDUCE	589824	0
31531706layer3.0.conv1	-1	1107684	NONE	0	1751474	NONE	0	1484220	ALLREDUCE	1179648	0
31531706layer3.0.conv2	-1	1369214	NONE	0	1854776	NONE	0	1735426	ALLREDUCE	2359296	0
31531706layer3.0.downsample.0	-1	576544	NONE	0	1342976	NONE	0	871352	ALLREDUCE	131072	0
31531706layer3.1.conv1	-1	1501904	NONE	0	1463162	NONE	0	2001564	ALLREDUCE	2359296	0
31531706layer3.1.conv2	-1	1304510	NONE	0	1765870	NONE	0	1635200	ALLREDUCE	2359296	0
31531706layer4.0.conv1	-1	925944	NONE	0	1320692	NONE	0	1040908	ALLREDUCE	4718592	0
31531706layer4.0.conv2	-1	1468292	NONE	0	1617616	NONE	0	1520750	ALLREDUCE	9437184	0
31531706layer4.0.downsample.0	-1	364518	NONE	0	824054	NONE	0	274736	ALLREDUCE	524288	0
31531706layer4.1.conv1	-1	1389850	NONE	0	1723832	NONE	0	1453576	ALLREDUCE	9437184	0
31531706layer4.1.conv2	-1	1399464	NONE	0	1741506	NONE	0	1477744	ALLREDUCE	9437184	0
31531706fc	-1	46136	NONE	0	46294	NONE	0	56248	ALLREDUCE	2048000	0
31531706
